event_type,event_date,user_id,project_name,organization,action,commits_count,files_changed,is_public,language
CommitEvent,2023-12-24,anna_wilson,vercel/turbo,vercel,reviewed,10.0,15.0,True,Java
PullRequestEvent,2023-11-04,chris_lee,uber/kraken,uber,merged,49.0,7.0,True,Python
IssuesEvent,2023-01-30,mark_davis,uber/kraken,uber,approved,,,False,JavaScript
PushEvent,2023-11-21,james_smith,google/go,google,reviewed,6.0,3.0,True,Java
PullRequestEvent,2023-10-05,robert_brown,airbnb/visx,airbnb,closed,16.0,96.0,True,JavaScript
MergeEvent,2023-02-15,tom_nelson,vercel/next.js,vercel,created,,,True,C++
CommitEvent,2023-08-16,lisa_anderson,uber/react-map-gl,uber,approved,13.0,22.0,True,Python
MergeEvent,2023-04-16,olivia_zhang,microsoft/TypeScript,microsoft,created,,,True,C++
PullRequestEvent,2023-01-15,mike_johnson,apache/airflow,apache,merged,24.0,63.0,False,Rust
CreateEvent,2023-01-29,lisa_anderson,google/tensorflow,google,created,,,True,JavaScript
PushEvent,2023-12-30,chris_lee,vercel/turbo,vercel,merged,14.0,2.0,True,C++
IssuesEvent,2023-11-24,sarah_chen,elastic/logstash,elastic,commented,,,True,C++
MergeEvent,2023-08-12,john_taylor,hashicorp/terraform,hashicorp,approved,,,True,Java
CreateEvent,2023-06-07,olivia_zhang,elastic/apm-server,elastic,opened,,,True,C++
CommitEvent,2023-04-05,sarah_chen,netflix/eureka,netflix,updated,6.0,19.0,False,TypeScript
CommitEvent,2023-08-20,lisa_anderson,uber/cadence,uber,closed,4.0,15.0,False,Python
MergeEvent,2023-02-23,mark_davis,microsoft/playwright,microsoft,opened,,,True,Python
MergeEvent,2023-01-15,david_martinez,microsoft/dotnet,microsoft,commented,,,False,Java
IssuesEvent,2023-11-28,mark_davis,apache/beam,apache,closed,,,True,C++
MergeEvent,2023-10-28,jen_liu,facebook/react,facebook,merged,,,False,Rust
PushEvent,2023-02-24,mike_johnson,apache/spark,apache,updated,15.0,10.0,True,Python
CommitEvent,2023-07-19,john_taylor,netflix/eureka,netflix,created,6.0,22.0,False,C++
IssuesEvent,2023-08-13,olivia_zhang,uber/react-map-gl,uber,reviewed,,,True,TypeScript
CreateEvent,2023-10-03,jen_liu,uber/cadence,uber,approved,,,True,C++
PullRequestEvent,2023-09-29,jen_liu,vercel/micro,vercel,approved,39.0,55.0,True,Go
PullRequestEvent,2023-12-17,emma_garcia,uber/jaeger,uber,updated,48.0,8.0,True,Go
CreateEvent,2023-11-25,maria_rodriguez,hashicorp/terraform,hashicorp,closed,,,True,Rust
PushEvent,2023-05-21,alex_kumar,microsoft/vscode,microsoft,merged,13.0,16.0,True,C++
PushEvent,2023-12-02,dan_murphy,hashicorp/packer,hashicorp,updated,2.0,24.0,True,TypeScript
CommitEvent,2023-04-15,tom_nelson,netflix/conductor,netflix,closed,6.0,1.0,True,Rust
IssuesEvent,2023-02-01,nina_patel,netflix/conductor,netflix,closed,,,False,Go
MergeEvent,2023-07-27,maria_rodriguez,apache/airflow,apache,commented,,,True,JavaScript
PushEvent,2023-06-04,david_martinez,netflix/archaius,netflix,updated,15.0,3.0,True,C++
CreateEvent,2023-06-14,mike_johnson,hashicorp/consul,hashicorp,merged,,,True,Java
IssuesEvent,2023-06-12,olivia_zhang,uber/cadence,uber,closed,,,False,Rust
PullRequestEvent,2023-10-23,nina_patel,uber/react-map-gl,uber,created,50.0,50.0,True,Python
PushEvent,2023-01-11,james_smith,elastic/elasticsearch,elastic,created,12.0,5.0,True,TypeScript
CommitEvent,2023-05-11,anna_wilson,elastic/kibana,elastic,reviewed,14.0,18.0,False,Rust
PushEvent,2023-01-25,sarah_chen,hashicorp/consul,hashicorp,reviewed,7.0,14.0,True,Java
PullRequestEvent,2023-09-06,john_taylor,microsoft/vscode,microsoft,reviewed,12.0,71.0,False,Java
CommitEvent,2023-11-22,mark_davis,netflix/hystrix,netflix,closed,4.0,22.0,True,Rust
MergeEvent,2023-05-05,mike_johnson,airbnb/javascript,airbnb,approved,,,True,Java
PullRequestEvent,2023-12-18,mike_johnson,hashicorp/nomad,hashicorp,reviewed,37.0,38.0,True,JavaScript
CreateEvent,2023-09-16,rachel_kim,hashicorp/packer,hashicorp,commented,,,False,JavaScript
CreateEvent,2023-01-21,nina_patel,facebook/relay,facebook,approved,,,True,Go
CommitEvent,2023-03-02,olivia_zhang,vercel/next.js,vercel,reviewed,2.0,22.0,True,Rust
MergeEvent,2023-01-24,sarah_chen,apache/beam,apache,reviewed,,,True,C++
CreateEvent,2023-06-21,david_martinez,airbnb/javascript,airbnb,opened,,,True,TypeScript
CreateEvent,2023-05-30,david_martinez,airbnb/enzyme,airbnb,merged,,,True,Rust
CreateEvent,2023-04-29,emma_garcia,facebook/react,facebook,opened,,,True,Go
IssuesEvent,2023-03-28,dan_murphy,google/tensorflow,google,updated,,,True,JavaScript
MergeEvent,2023-10-23,mark_davis,apache/spark,apache,merged,,,True,Java
PushEvent,2023-02-19,sophie_duval,hashicorp/vagrant,hashicorp,created,7.0,8.0,True,TypeScript
IssuesEvent,2023-05-23,nina_patel,elastic/logstash,elastic,merged,,,True,Go
CommitEvent,2023-08-06,david_martinez,google/kubernetes,google,merged,11.0,2.0,False,TypeScript
PullRequestEvent,2023-03-14,emma_garcia,elastic/logstash,elastic,updated,38.0,43.0,False,C++
CommitEvent,2023-03-09,jen_liu,google/tensorflow,google,reviewed,3.0,1.0,True,Go
PullRequestEvent,2023-08-25,chris_lee,apache/beam,apache,merged,35.0,37.0,True,Go
CommitEvent,2023-09-03,maria_rodriguez,google/angular,google,approved,5.0,21.0,True,TypeScript
PushEvent,2023-01-11,sarah_chen,facebook/jest,facebook,created,8.0,23.0,True,C++
PushEvent,2023-01-29,robert_brown,netflix/eureka,netflix,commented,5.0,9.0,True,TypeScript
PullRequestEvent,2023-05-10,lisa_anderson,netflix/ribbon,netflix,closed,50.0,47.0,True,Python
CommitEvent,2023-08-14,rachel_kim,netflix/archaius,netflix,created,5.0,18.0,True,Rust
PullRequestEvent,2023-07-08,olivia_zhang,vercel/micro,vercel,created,43.0,46.0,False,Python
CommitEvent,2023-09-16,anna_wilson,uber/pyro,uber,merged,12.0,22.0,True,Rust
IssuesEvent,2023-03-01,nina_patel,vercel/swr,vercel,reviewed,,,True,Go
CreateEvent,2023-03-31,maria_rodriguez,vercel/swr,vercel,closed,,,False,Rust
IssuesEvent,2023-04-14,nina_patel,elastic/beats,elastic,commented,,,False,Go
CreateEvent,2023-08-25,maria_rodriguez,netflix/archaius,netflix,reviewed,,,True,JavaScript
PullRequestEvent,2023-10-05,olivia_zhang,airbnb/lottie,airbnb,commented,21.0,49.0,False,C++
PullRequestEvent,2023-02-26,tom_nelson,airbnb/javascript,airbnb,merged,26.0,44.0,True,Java
PushEvent,2023-10-09,sophie_duval,vercel/turbo,vercel,created,11.0,19.0,True,TypeScript
MergeEvent,2023-04-25,sarah_chen,airbnb/lottie,airbnb,updated,,,True,TypeScript
CreateEvent,2023-12-06,david_martinez,apache/spark,apache,closed,,,True,JavaScript
CommitEvent,2023-01-08,james_smith,facebook/docusaurus,facebook,opened,14.0,9.0,True,Rust
PushEvent,2023-04-10,tom_nelson,elastic/elasticsearch,elastic,merged,3.0,20.0,True,JavaScript
PullRequestEvent,2023-04-09,olivia_zhang,airbnb/mavericks,airbnb,updated,25.0,18.0,True,Java
PushEvent,2023-03-14,anna_wilson,vercel/pkg,vercel,opened,12.0,3.0,True,Go
CreateEvent,2023-08-26,sarah_chen,microsoft/TypeScript,microsoft,created,,,True,JavaScript
CommitEvent,2023-05-18,john_taylor,google/chromium,google,merged,11.0,22.0,False,TypeScript
CreateEvent,2023-10-24,john_taylor,hashicorp/vagrant,hashicorp,approved,,,False,Rust
CommitEvent,2023-03-27,tom_nelson,vercel/micro,vercel,closed,12.0,3.0,False,Java
CreateEvent,2023-04-26,nina_patel,elastic/beats,elastic,merged,,,True,Python
MergeEvent,2023-04-07,dan_murphy,google/chromium,google,created,,,True,JavaScript
PushEvent,2023-11-08,mark_davis,microsoft/terminal,microsoft,merged,4.0,24.0,True,Go
CommitEvent,2023-12-22,lisa_anderson,netflix/ribbon,netflix,reviewed,2.0,24.0,True,Go
IssuesEvent,2023-03-16,jen_liu,airbnb/enzyme,airbnb,commented,,,True,Rust
CommitEvent,2023-11-03,tom_nelson,netflix/ribbon,netflix,reviewed,5.0,12.0,False,Go
IssuesEvent,2023-09-10,sophie_duval,netflix/ribbon,netflix,merged,,,True,Python
PullRequestEvent,2023-10-22,lisa_anderson,airbnb/mavericks,airbnb,closed,13.0,98.0,False,Rust
MergeEvent,2023-09-15,jen_liu,facebook/react,facebook,opened,,,False,Rust
MergeEvent,2023-04-14,lisa_anderson,vercel/pkg,vercel,closed,,,False,Go
IssuesEvent,2023-11-14,sarah_chen,uber/cadence,uber,opened,,,False,Go
CommitEvent,2023-12-01,jen_liu,apache/beam,apache,commented,8.0,1.0,True,Rust
CommitEvent,2023-04-09,jen_liu,hashicorp/terraform,hashicorp,closed,5.0,22.0,True,Rust
PushEvent,2023-09-20,david_martinez,facebook/jest,facebook,created,10.0,2.0,False,TypeScript
CreateEvent,2023-09-03,rachel_kim,netflix/eureka,netflix,closed,,,True,C++
IssuesEvent,2023-11-15,john_taylor,apache/kafka,apache,commented,,,True,Go
PushEvent,2023-05-24,alex_kumar,apache/beam,apache,created,3.0,15.0,True,JavaScript
CommitEvent,2023-12-05,chris_lee,hashicorp/packer,hashicorp,closed,8.0,16.0,False,Python
PullRequestEvent,2023-02-24,nina_patel,netflix/hystrix,netflix,closed,15.0,33.0,False,Python
PullRequestEvent,2023-09-04,sarah_chen,elastic/kibana,elastic,reviewed,29.0,94.0,False,Rust
CreateEvent,2023-10-30,dan_murphy,netflix/hystrix,netflix,commented,,,False,Rust
IssuesEvent,2023-03-18,mike_johnson,vercel/hyper,vercel,approved,,,True,C++
PullRequestEvent,2023-04-24,emma_garcia,airbnb/mavericks,airbnb,updated,44.0,57.0,True,C++
IssuesEvent,2023-06-29,emma_garcia,airbnb/mavericks,airbnb,merged,,,False,TypeScript
IssuesEvent,2023-12-15,anna_wilson,elastic/kibana,elastic,updated,,,False,Java
PushEvent,2023-01-26,james_smith,elastic/logstash,elastic,closed,3.0,12.0,True,Rust
PullRequestEvent,2023-12-05,nina_patel,apache/kafka,apache,updated,16.0,14.0,True,TypeScript
PushEvent,2023-07-06,jen_liu,google/go,google,commented,7.0,18.0,True,Python
CreateEvent,2023-08-16,james_smith,uber/react-map-gl,uber,created,,,True,Python
MergeEvent,2023-07-21,mike_johnson,netflix/zuul,netflix,commented,,,False,Java
IssuesEvent,2023-03-20,anna_wilson,microsoft/dotnet,microsoft,merged,,,False,TypeScript
CreateEvent,2023-12-18,nina_patel,microsoft/PowerToys,microsoft,created,,,True,JavaScript
CreateEvent,2023-12-10,chris_lee,netflix/conductor,netflix,approved,,,True,JavaScript
PushEvent,2023-07-12,anna_wilson,apache/flink,apache,created,14.0,3.0,False,C++
CreateEvent,2023-02-10,dan_murphy,elastic/apm-server,elastic,approved,,,True,TypeScript
CreateEvent,2023-07-16,jen_liu,apache/kafka,apache,commented,,,True,JavaScript
PullRequestEvent,2023-05-05,lisa_anderson,netflix/hystrix,netflix,approved,25.0,95.0,True,C++
CreateEvent,2023-06-26,rachel_kim,netflix/archaius,netflix,closed,,,False,Java
MergeEvent,2023-03-16,nina_patel,vercel/next.js,vercel,approved,,,True,Java
IssuesEvent,2023-04-02,tom_nelson,hashicorp/vault,hashicorp,commented,,,True,JavaScript
MergeEvent,2023-09-29,sarah_chen,apache/kafka,apache,closed,,,True,C++
PullRequestEvent,2023-04-26,james_smith,elastic/apm-server,elastic,created,39.0,59.0,True,Java
PushEvent,2023-09-10,nina_patel,facebook/yoga,facebook,updated,7.0,5.0,True,Go
PullRequestEvent,2023-09-05,maria_rodriguez,uber/react-map-gl,uber,closed,42.0,22.0,False,JavaScript
PushEvent,2023-10-02,tom_nelson,airbnb/mavericks,airbnb,commented,13.0,24.0,True,Python
PullRequestEvent,2023-07-26,robert_brown,hashicorp/nomad,hashicorp,opened,10.0,34.0,True,TypeScript
PushEvent,2023-05-26,lisa_anderson,apache/beam,apache,opened,8.0,25.0,True,TypeScript
PullRequestEvent,2023-03-15,chris_lee,netflix/conductor,netflix,commented,37.0,80.0,True,JavaScript
PullRequestEvent,2023-03-29,james_smith,airbnb/visx,airbnb,created,25.0,53.0,True,Python
PushEvent,2023-04-07,rachel_kim,vercel/pkg,vercel,opened,5.0,12.0,True,Java
CreateEvent,2023-07-15,mark_davis,vercel/pkg,vercel,opened,,,True,Rust
IssuesEvent,2023-06-09,jen_liu,hashicorp/packer,hashicorp,opened,,,True,Java
PullRequestEvent,2023-10-07,olivia_zhang,apache/spark,apache,merged,36.0,48.0,True,TypeScript
IssuesEvent,2023-07-26,mike_johnson,microsoft/vscode,microsoft,created,,,False,C++
CreateEvent,2023-11-29,anna_wilson,elastic/logstash,elastic,closed,,,False,C++
PullRequestEvent,2023-03-28,james_smith,uber/kraken,uber,opened,9.0,77.0,False,Rust
PushEvent,2023-02-15,mike_johnson,microsoft/terminal,microsoft,closed,9.0,1.0,True,Java
IssuesEvent,2023-06-23,tom_nelson,airbnb/javascript,airbnb,created,,,True,Python
PushEvent,2023-03-15,chris_lee,apache/spark,apache,created,5.0,12.0,True,Rust
IssuesEvent,2023-08-09,david_martinez,uber/kraken,uber,updated,,,False,C++
PushEvent,2023-01-08,sophie_duval,hashicorp/vagrant,hashicorp,created,3.0,18.0,True,Rust
CommitEvent,2023-12-21,dan_murphy,elastic/apm-server,elastic,closed,6.0,16.0,True,Go
CreateEvent,2023-04-01,lisa_anderson,vercel/next.js,vercel,closed,,,False,C++
IssuesEvent,2023-11-24,david_martinez,microsoft/terminal,microsoft,closed,,,True,Go
CommitEvent,2023-08-21,chris_lee,uber/cadence,uber,created,7.0,2.0,False,Rust
MergeEvent,2023-02-27,sarah_chen,elastic/elasticsearch,elastic,reviewed,,,False,C++
PushEvent,2023-08-14,jen_liu,microsoft/dotnet,microsoft,created,5.0,15.0,True,Rust
CreateEvent,2023-10-31,lisa_anderson,uber/react-map-gl,uber,created,,,True,Go
IssuesEvent,2023-11-11,robert_brown,microsoft/terminal,microsoft,approved,,,True,Rust
CreateEvent,2023-11-24,john_taylor,google/chromium,google,merged,,,True,C++
CommitEvent,2023-01-22,sarah_chen,uber/kraken,uber,created,11.0,10.0,True,JavaScript
PullRequestEvent,2023-03-14,john_taylor,microsoft/TypeScript,microsoft,created,20.0,85.0,False,C++
CommitEvent,2023-03-27,jen_liu,apache/cassandra,apache,approved,8.0,10.0,False,Rust
PullRequestEvent,2023-08-27,robert_brown,hashicorp/terraform,hashicorp,updated,14.0,30.0,True,Rust
CommitEvent,2023-04-08,tom_nelson,google/chromium,google,created,4.0,19.0,True,C++
MergeEvent,2023-08-24,sarah_chen,facebook/react-native,facebook,opened,,,True,TypeScript
CreateEvent,2023-03-26,maria_rodriguez,elastic/elasticsearch,elastic,closed,,,False,Rust
CommitEvent,2023-03-12,chris_lee,google/tensorflow,google,updated,1.0,2.0,True,Go
CommitEvent,2023-04-21,mike_johnson,netflix/hystrix,netflix,commented,12.0,16.0,False,JavaScript
IssuesEvent,2023-07-29,john_taylor,google/flutter,google,commented,,,True,Python
MergeEvent,2023-10-19,james_smith,facebook/relay,facebook,reviewed,,,True,Rust
PullRequestEvent,2023-02-20,james_smith,netflix/ribbon,netflix,approved,14.0,48.0,True,C++
PullRequestEvent,2023-05-16,jen_liu,microsoft/PowerToys,microsoft,merged,24.0,41.0,False,Python
CommitEvent,2023-01-25,sarah_chen,hashicorp/packer,hashicorp,commented,7.0,15.0,True,JavaScript
IssuesEvent,2023-03-22,tom_nelson,hashicorp/vault,hashicorp,merged,,,True,Java
MergeEvent,2023-05-14,anna_wilson,uber/kraken,uber,closed,,,False,C++
PullRequestEvent,2023-09-23,maria_rodriguez,google/angular,google,closed,46.0,15.0,True,JavaScript
PullRequestEvent,2023-10-07,alex_kumar,facebook/docusaurus,facebook,merged,21.0,94.0,True,JavaScript
PullRequestEvent,2023-04-27,maria_rodriguez,facebook/jest,facebook,opened,19.0,7.0,True,TypeScript
CommitEvent,2023-02-22,tom_nelson,google/angular,google,updated,1.0,24.0,True,C++
PullRequestEvent,2023-10-11,anna_wilson,uber/pyro,uber,opened,31.0,36.0,True,Java
CommitEvent,2023-06-26,john_taylor,uber/jaeger,uber,commented,11.0,25.0,True,C++
CommitEvent,2023-07-29,maria_rodriguez,google/kubernetes,google,merged,2.0,17.0,True,JavaScript
CommitEvent,2023-10-04,alex_kumar,vercel/hyper,vercel,merged,11.0,13.0,True,Go
PushEvent,2023-02-16,anna_wilson,hashicorp/vault,hashicorp,commented,7.0,22.0,True,TypeScript
PushEvent,2023-09-09,robert_brown,elastic/apm-server,elastic,updated,2.0,17.0,True,Python
CommitEvent,2023-03-11,jen_liu,hashicorp/vagrant,hashicorp,opened,7.0,3.0,True,Python
CreateEvent,2023-10-23,robert_brown,facebook/yoga,facebook,closed,,,False,Python
CommitEvent,2023-03-01,tom_nelson,vercel/turbo,vercel,commented,9.0,23.0,True,Python
IssuesEvent,2023-09-02,john_taylor,google/flutter,google,approved,,,True,JavaScript
CreateEvent,2023-05-30,alex_kumar,facebook/react-native,facebook,opened,,,False,JavaScript
PullRequestEvent,2023-08-01,chris_lee,microsoft/dotnet,microsoft,commented,5.0,68.0,False,JavaScript
CreateEvent,2023-03-19,david_martinez,elastic/apm-server,elastic,merged,,,False,Rust
IssuesEvent,2023-02-14,jen_liu,uber/pyro,uber,opened,,,True,Java
PushEvent,2023-08-07,sarah_chen,google/angular,google,closed,9.0,25.0,True,Rust
CommitEvent,2023-05-29,john_taylor,microsoft/PowerToys,microsoft,created,10.0,6.0,False,Python
CommitEvent,2023-10-15,alex_kumar,netflix/conductor,netflix,opened,6.0,1.0,True,TypeScript
PullRequestEvent,2023-06-29,mark_davis,netflix/conductor,netflix,opened,14.0,82.0,True,Python
CreateEvent,2023-09-06,mark_davis,netflix/eureka,netflix,created,,,True,TypeScript
MergeEvent,2023-02-04,john_taylor,uber/jaeger,uber,commented,,,False,Java
PushEvent,2023-10-25,nina_patel,vercel/turbo,vercel,created,3.0,9.0,True,Python
PullRequestEvent,2023-05-31,jen_liu,microsoft/playwright,microsoft,commented,12.0,80.0,True,Java
IssuesEvent,2023-01-27,jen_liu,uber/react-map-gl,uber,merged,,,True,JavaScript
CommitEvent,2023-12-14,jen_liu,netflix/eureka,netflix,reviewed,4.0,17.0,True,JavaScript
PushEvent,2023-09-20,mike_johnson,netflix/zuul,netflix,opened,10.0,22.0,False,TypeScript
PushEvent,2023-07-13,sophie_duval,netflix/hystrix,netflix,updated,6.0,16.0,True,C++
PushEvent,2023-03-28,james_smith,hashicorp/vagrant,hashicorp,reviewed,14.0,15.0,True,TypeScript
IssuesEvent,2023-10-02,olivia_zhang,google/angular,google,created,,,True,JavaScript
PullRequestEvent,2023-02-10,james_smith,netflix/hystrix,netflix,updated,50.0,82.0,True,Rust
CreateEvent,2023-08-05,james_smith,hashicorp/terraform,hashicorp,merged,,,False,TypeScript
CommitEvent,2023-08-17,lisa_anderson,facebook/jest,facebook,closed,10.0,11.0,True,TypeScript
PushEvent,2023-11-18,jen_liu,airbnb/mavericks,airbnb,created,7.0,23.0,True,JavaScript
MergeEvent,2023-02-01,jen_liu,elastic/kibana,elastic,approved,,,True,Go
PushEvent,2023-05-13,anna_wilson,google/go,google,reviewed,4.0,5.0,True,Rust
CreateEvent,2023-05-27,john_taylor,netflix/ribbon,netflix,reviewed,,,True,Java
IssuesEvent,2023-05-02,emma_garcia,facebook/docusaurus,facebook,closed,,,True,Java
PullRequestEvent,2023-01-04,jen_liu,apache/airflow,apache,merged,15.0,75.0,True,Python
IssuesEvent,2023-10-23,sophie_duval,uber/kraken,uber,merged,,,True,TypeScript
MergeEvent,2023-06-22,alex_kumar,airbnb/lottie,airbnb,reviewed,,,True,Python
IssuesEvent,2023-03-22,nina_patel,airbnb/enzyme,airbnb,closed,,,True,Go
IssuesEvent,2023-08-13,chris_lee,hashicorp/packer,hashicorp,reviewed,,,True,JavaScript
IssuesEvent,2023-06-12,anna_wilson,uber/react-map-gl,uber,closed,,,False,JavaScript
PullRequestEvent,2023-02-14,sophie_duval,microsoft/vscode,microsoft,created,20.0,58.0,True,Python
CommitEvent,2023-07-09,maria_rodriguez,elastic/logstash,elastic,opened,8.0,19.0,True,JavaScript
CreateEvent,2023-02-02,lisa_anderson,google/flutter,google,reviewed,,,True,Python
CommitEvent,2023-08-16,alex_kumar,apache/flink,apache,approved,4.0,20.0,False,TypeScript
PushEvent,2023-02-08,david_martinez,microsoft/PowerToys,microsoft,closed,11.0,9.0,True,Go
PushEvent,2023-06-20,dan_murphy,hashicorp/vault,hashicorp,closed,9.0,13.0,True,TypeScript
CommitEvent,2023-08-26,mike_johnson,airbnb/visx,airbnb,created,2.0,23.0,True,Go
IssuesEvent,2023-06-29,sarah_chen,airbnb/mavericks,airbnb,approved,,,True,Python
CreateEvent,2023-05-28,mark_davis,google/kubernetes,google,opened,,,True,TypeScript
PushEvent,2023-09-06,jen_liu,netflix/ribbon,netflix,opened,5.0,10.0,False,Rust
PullRequestEvent,2023-06-21,mike_johnson,hashicorp/consul,hashicorp,opened,50.0,64.0,True,Rust
MergeEvent,2023-10-14,tom_nelson,vercel/micro,vercel,opened,,,False,TypeScript
PullRequestEvent,2023-12-08,dan_murphy,elastic/kibana,elastic,reviewed,16.0,90.0,True,Python
CommitEvent,2023-08-14,anna_wilson,vercel/swr,vercel,created,14.0,4.0,True,C++
PushEvent,2023-10-13,robert_brown,uber/react-map-gl,uber,opened,1.0,23.0,True,Rust
CommitEvent,2023-01-20,david_martinez,netflix/hystrix,netflix,opened,4.0,14.0,True,C++
IssuesEvent,2023-09-03,anna_wilson,elastic/elasticsearch,elastic,commented,,,False,Rust
MergeEvent,2023-07-23,mark_davis,vercel/swr,vercel,commented,,,True,C++
CommitEvent,2023-02-25,tom_nelson,vercel/hyper,vercel,created,2.0,6.0,False,TypeScript
CreateEvent,2023-01-26,lisa_anderson,microsoft/vscode,microsoft,updated,,,True,Go
IssuesEvent,2023-07-09,chris_lee,apache/kafka,apache,created,,,True,Rust
IssuesEvent,2023-10-23,anna_wilson,airbnb/visx,airbnb,merged,,,True,Rust
CommitEvent,2023-04-22,rachel_kim,elastic/apm-server,elastic,reviewed,7.0,11.0,True,Java
